KnessetNum,BillCount,LawCount,SuccessRate,FactionSize,BillsPerMember,LawsPerMember,FactionName
7,8,0,0.0,4,2.0,0.0,רשימה קומוניסטית חדשה
7,22,0,0.0,2,11.0,0.0,העולם הזה - כוח חדש
7,8,0,0.0,1,8.0,0.0,"חה""כ מאיר אביזוהר"
7,8,0,0.0,1,8.0,0.0,"חה""כ שלום כהן"
7,14,0,0.0,1,14.0,0.0,מחנה רדיקלי ישראלי
8,6,4,0.6666666666666666,1,6.0,4.0,מוקד
8,18,8,0.4444444444444444,3,6.0,2.6666666666666665,יהדות התורה ­ אגודת ישראל ודתיים בלתי מפלגתיים
8,26,11,0.4230769230769231,6,4.333333333333333,1.8333333333333333,ליברלים עצמאיים
8,9,3,0.3333333333333333,2,4.5,1.5,מרכז חופשי
8,18,8,0.4444444444444444,6,3.0,1.3333333333333333,חזית דתית תורתית
8,24,8,0.3333333333333333,6,4.0,1.3333333333333333,מפלגת פועלים מאוחדת
8,33,14,0.42424242424242425,11,3.0,1.2727272727272727,מפלגה דתית לאומית
8,16,3,0.1875,3,5.333333333333333,1.0,"ר""ץ"
8,8,1,0.125,1,8.0,1.0,"חה""כ מרדכי בן-פורת"
8,14,2,0.14285714285714285,2,7.0,1.0,"ר""ץ"
8,114,52,0.45614035087719296,67,1.7014925373134329,0.7761194029850746,מערך
8,16,3,0.1875,4,4.0,0.75,יעד - תנועה לזכויות האזרח
8,79,26,0.3291139240506329,44,1.7954545454545454,0.5909090909090909,הליכוד
8,2,1,0.5,2,1.0,0.5,סיעה סוציאל-דמוקרטית
8,2,1,0.5,2,1.0,0.5,סיעה סוציאליסטית עצמאית
8,7,1,0.14285714285714285,4,1.75,0.25,הרשימה הקומוניסטית החדשה
8,7,1,0.14285714285714285,4,1.75,0.25,חזית דמוקרטית לשלום ולשוויון
8,3,0,0.0,1,3.0,0.0,רשימה ערבית לבדואים וכפריים
8,3,0,0.0,3,1.0,0.0,הרשימה הערבית המאוחדת
8,3,0,0.0,1,3.0,0.0,הסיעה לבדואים וכפריים
9,8,8,1.0,1,8.0,8.0,"חה""כ יוסף תמיר"
9,4,3,0.75,1,4.0,3.0,ישראל אחת
9,4,3,0.75,1,4.0,3.0,"חה""כ יצחק יצחקי"
9,23,18,0.782608695652174,7,3.2857142857142856,2.5714285714285716,שינוי - מפלגת המרכז
9,11,10,0.9090909090909091,4,2.75,2.5,אגודת ישראל
9,25,20,0.8,8,3.125,2.5,תנועה לשינוי ויוזמה
9,37,29,0.7837837837837838,12,3.0833333333333335,2.4166666666666665,מפלגה דתית לאומית
9,4,3,0.75,2,2.0,1.5,שלומציון
9,26,20,0.7692307692307693,16,1.625,1.25,התנועה הדמוקרטית לשינוי
9,63,41,0.6507936507936508,39,1.6153846153846154,1.0512820512820513,מערך
9,2,1,0.5,1,2.0,1.0,ליברלים עצמאיים
9,4,1,0.25,1,4.0,1.0,"ר""ץ"
9,67,44,0.6567164179104478,48,1.3958333333333333,0.9166666666666666,הליכוד
9,4,2,0.5,3,1.3333333333333333,0.6666666666666666,אחווה
9,4,2,0.5,3,1.3333333333333333,0.6666666666666666,"רפ""י - הרשימה הממלכתית"
9,4,2,0.5,4,1.0,0.5,"תל""ם - התנועה להתחדשות ממלכתית"
9,4,1,0.25,2,2.0,0.5,"בנא""י"
9,4,1,0.25,2,2.0,0.5,"תחייה - בנא""י"
9,4,2,0.5,7,0.5714285714285714,0.2857142857142857,התנועה הדמוקרטית
9,1,0,0.0,1,1.0,0.0,פועלי אגודת ישראל
9,1,0,0.0,5,0.2,0.0,"מחנה של""י"
9,2,0,0.0,1,2.0,0.0,"חה""כ משה שמיר"
10,39,6,0.15384615384615385,2,19.5,3.0,שינוי
10,8,6,0.75,4,2.0,1.5,אגודת ישראל
10,5,1,0.2,1,5.0,1.0,"ר""ץ"
10,5,1,0.2,1,5.0,1.0,"ר""ץ"
10,54,20,0.37037037037037035,51,1.0588235294117647,0.39215686274509803,הליכוד
10,24,3,0.125,8,3.0,0.375,חזית דתית לאומית
10,1,1,1.0,3,0.3333333333333333,0.3333333333333333,תנועה למסורת ישראל
10,214,16,0.07476635514018691,53,4.037735849056604,0.3018867924528302,מערך
10,7,1,0.14285714285714285,4,1.75,0.25,תחייה
10,4,0,0.0,3,1.3333333333333333,0.0,תנועה להתחדשות ממלכתית
10,13,0,0.0,4,3.25,0.0,חזית דמוקרטית לשלום ושוויון
10,8,0,0.0,2,4.0,0.0,גשר - מרכז ציוני דתי
10,5,0,0.0,1,5.0,0.0,"חה""כ חיים דרוקמן"
10,1,0,0.0,1,1.0,0.0,"רפ""י - הרשימה הממלכתית"
10,3,0,0.0,1,3.0,0.0,התנועה להתחדשות ציונית חברתית
11,82,12,0.14634146341463414,4,20.5,3.0,שינוי
11,117,13,0.1111111111111111,6,19.5,2.1666666666666665,"ר""ץ"
11,3,2,0.6666666666666666,1,3.0,2.0,תנועה למסורת ישראל
11,22,2,0.09090909090909091,1,22.0,2.0,צומת
11,22,2,0.09090909090909091,1,22.0,2.0,"חה""כ רפאל איתן"
11,21,2,0.09523809523809523,1,21.0,2.0,"חה""כ שמעון בן-שלמה"
11,125,11,0.088,7,17.857142857142858,1.5714285714285714,מפלגת פועלים מאוחדת
11,21,3,0.14285714285714285,2,10.5,1.5,אגודת ישראל
11,31,2,0.06451612903225806,2,15.5,1.0,מורשה
11,51,5,0.09803921568627451,5,10.2,1.0,תחייה
11,157,37,0.2356687898089172,45,3.488888888888889,0.8222222222222222,הליכוד
11,28,4,0.14285714285714285,5,5.6,0.8,מפלגה דתית לאומית
11,313,39,0.12460063897763578,50,6.26,0.78,מערך
11,31,2,0.06451612903225806,4,7.75,0.5,"התאחדות הספרדים שומרי תורה - תנועת ש""ס"
11,7,1,0.14285714285714285,3,2.3333333333333335,0.3333333333333333,יחד
11,48,1,0.020833333333333332,5,9.6,0.2,חזית דמוקרטית לשלום ושוויון
11,7,0,0.0,1,7.0,0.0,"חה""כ עבד-אלוהאב דראושה"
11,16,0,0.0,2,8.0,0.0,רשימה מתקדמת לשלום
11,11,0,0.0,1,11.0,0.0,כך
11,7,0,0.0,1,7.0,0.0,"מד""ע - מפלגה דמוקרטית ערבית"
12,252,27,0.10714285714285714,2,126.0,13.5,שינוי
12,154,24,0.15584415584415584,3,51.333333333333336,8.0,מפלגת פועלים מאוחדת
12,524,56,0.10687022900763359,10,52.4,5.6,מרצ
12,237,26,0.10970464135021098,5,47.4,5.2,"ר""ץ"
12,79,9,0.11392405063291139,2,39.5,4.5,צומת
12,124,21,0.1693548387096774,5,24.8,4.2,מפלגה דתית לאומית
12,25,3,0.12,1,25.0,3.0,פנתרים שחורים
12,25,3,0.12,1,25.0,3.0,"חה""כ צ'רלי ביטון"
12,33,8,0.24242424242424243,3,11.0,2.6666666666666665,מפלגה ליברלית חדשה
12,19,5,0.2631578947368421,2,9.5,2.5,דגל התורה
12,63,11,0.1746031746031746,5,12.6,2.2,מפלגה לקידום הרעיון הציוני
12,2,2,1.0,1,2.0,2.0,אחדות למען השלום והעלייה
12,610,77,0.12622950819672132,39,15.64102564102564,1.9743589743589745,מפלגת העבודה הישראלית
12,610,77,0.12622950819672132,39,15.64102564102564,1.9743589743589745,מערך
12,13,3,0.23076923076923078,2,6.5,1.5,מולדת
12,53,7,0.1320754716981132,5,10.6,1.4,תחייה
12,54,7,0.12962962962962962,6,9.0,1.1666666666666667,"התאחדות הספרדים שומרי תורה - תנועת ש""ס"
12,10,1,0.1,1,10.0,1.0,"מד""ע - מפלגה דמוקרטית ערבית"
12,8,1,0.125,1,8.0,1.0,גאולת ישראל
12,337,43,0.12759643916913946,46,7.326086956521739,0.9347826086956522,הליכוד
12,91,6,0.06593406593406594,7,13.0,0.8571428571428571,חזית דמוקרטית לשלום ושוויון
12,44,3,0.06818181818181818,5,8.8,0.6,אגודת ישראל
12,4,0,0.0,1,4.0,0.0,רשימה מתקדמת לשלום
13,199,45,0.22613065326633167,2,99.5,22.5,גשר
13,705,80,0.11347517730496454,12,58.75,6.666666666666667,מרצ
13,359,31,0.08635097493036212,6,59.833333333333336,5.166666666666667,מפלגה דתית לאומית
13,124,18,0.14516129032258066,4,31.0,4.5,חזית דמוקרטית לשלום ושוויון
13,92,8,0.08695652173913043,2,46.0,4.0,עתיד
13,1256,100,0.07961783439490445,35,35.885714285714286,2.857142857142857,הליכוד
13,118,8,0.06779661016949153,3,39.333333333333336,2.6666666666666665,יעוד
13,397,20,0.05037783375314862,8,49.625,2.5,צומת
13,72,5,0.06944444444444445,2,36.0,2.5,דגל התורה
13,1120,108,0.09642857142857143,49,22.857142857142858,2.204081632653061,מפלגת העבודה הישראלית
13,95,2,0.021052631578947368,1,95.0,2.0,"חה""כ יוסף בא-גד"
13,136,5,0.03676470588235294,3,45.333333333333336,1.6666666666666667,מולדת
13,54,3,0.05555555555555555,2,27.0,1.5,"מד""ע - מפלגה דמוקרטית ערבית"
